id;created_at;repo_id;user_id
37965;12/5/2010 4:16;1;49
37966;16/2/2009 11:51;1;79
37967;9/2/2011 2:53;1;141
37968;1/9/2010 7:05;1;153
37969;4/3/2009 8:44;1;210
37970;4/9/2010 4:47;1;217
37971;16/2/2009 11:51;1;224
37972;6/2/2011 22:17;1;232
37973;14/4/2009 14:38;1;244
37974;28/10/2010 4:54;1;254
37975;9/2/2012 4:30;1;256
37976;14/3/2011 11:34;1;299
37977;29/4/2010 2:28;1;304
37978;16/4/2012 7:13;1;316
37979;4/4/2012 3:12;1;352
37980;25/7/2012 14:08;1;374
37981;27/8/2009 6:33;1;404
37982;14/7/2009 17:38;1;419
37983;7/4/2012 20:41;1;445
37984;5/10/2011 13:57;1;470
37985;12/3/2009 1:31;1;492
37986;25/5/2009 1:24;1;548
37987;16/2/2009 11:51;1;588
37988;5/12/2010 14:39;1;595
37989;7/4/2011 6:39;1;655
37990;16/2/2009 11:51;1;764
37991;16/2/2009 11:51;1;809
37992;17/4/2010 19:09;1;837
37993;16/2/2009 11:51;1;841
37994;16/2/2009 11:51;1;871
37995;12/1/2011 6:53;1;980
38312;3/5/2010 2:08;2;2
38313;20/2/2012 18:58;2;23
38314;20/4/2011 2:03;2;25
38315;4/12/2012 18:53;2;51
38316;1/2/2013 18:12;2;60
38317;6/2/2013 17:13;2;66
38318;3/5/2010 2:08;2;76
38319;3/5/2010 2:08;2;79
38320;3/5/2010 2:08;2;82
38321;21/5/2012 13:53;2;122
38322;27/6/2011 5:18;2;124
38323;16/12/2010 6:53;2;126
38324;25/7/2012 14:38;2;205
38325;14/2/2013 17:48;2;213
38326;24/7/2013 4:43;2;221
38327;3/7/2010 9:47;2;222
38328;9/2/2012 4:30;2;256
38329;3/5/2010 2:08;2;305
38330;4/3/2011 2:56;2;320
38331;24/9/2010 21:24;2;322
38332;5/5/2011 0:55;2;325
38333;4/4/2012 3:12;2;352
38334;7/1/2013 16:00;2;361
38335;3/5/2010 2:08;2;370
38336;7/6/2011 18:17;2;371
38337;25/7/2012 14:08;2;374
38338;3/5/2010 2:08;2;388
38339;11/1/2011 3:40;2;397
38340;3/5/2010 2:08;2;404
38341;27/6/2010 12:14;2;406
38342;30/11/2012 11:48;2;462
38343;27/1/2013 10:31;2;490
38344;2/8/2011 12:36;2;513
38345;20/6/2011 6:22;2;516
38346;21/7/2011 19:17;2;538
38347;3/5/2010 2:08;2;545
38348;1/4/2013 3:53;2;550
38349;18/12/2010 22:17;2;562
38350;7/10/2011 13:28;2;632
38351;3/5/2010 2:08;2;635
38352;1/10/2012 19:40;2;637
38353;3/5/2010 2:08;2;650
38354;27/6/2010 16:02;2;693
38355;19/10/2010 19:40;2;697
38356;3/5/2010 2:08;2;699
38357;7/8/2011 18:53;2;710
38358;3/5/2010 2:08;2;718
38359;11/11/2011 9:23;2;722
38360;10/8/2011 14:45;2;724
38361;3/5/2010 2:08;2;726
38362;1/6/2012 17:09;2;740
38363;26/12/2011 6:27;2;755
38364;3/5/2010 2:08;2;768
38365;25/1/2012 18:34;2;773
38366;28/1/2011 13:50;2;780
38367;2/7/2010 14:34;2;794
38368;3/5/2010 2:08;2;801
38369;18/5/2011 19:32;2;806
38370;7/8/2012 2:03;2;807
38371;3/5/2010 2:08;2;809
38372;3/6/2011 17:19;2;812
38373;14/9/2010 23:47;2;819
38374;1/3/2011 7:37;2;820
38375;27/10/2010 9:12;2;821
38376;21/4/2012 4:21;2;824
38377;3/5/2010 2:08;2;825
38378;3/5/2010 2:08;2;828
38379;3/5/2010 2:08;2;832
38380;3/5/2010 2:08;2;842
38381;2016-07-19 01:41:52.587000;13926404;22362
38382;2016-07-19 01:41:55.977000;44998824;22362
38383;2016-07-19 01:41:56.317000;1633641;224
38384;2016-07-19 01:41:56.603000;1633641;19693
38385;2016-07-19 01:41:56.934000;1633641;22362
38386;2016-07-19 01:41:57.226000;36804486;19693
38387;2016-07-19 01:41:57.491000;11072123;19693
38388;2016-07-19 01:41:57.749000;44998824;224
38389;2016-07-19 01:41:57.980000;62095504;224
38390;2016-07-19 01:41:58.595000;1633641;25111
38391;3/5/2010 2:08;2;920
38392;28/11/2011 16:54;2;922
38393;9/2/2012 17:19;2;930
38394;3/5/2010 2:08;2;939
38395;21/4/2013 4:02;2;951
38396;24/12/2012 20:07;2;964
38397;31/3/2012 15:01;2;965
38398;25/9/2010 16:16;2;968
38399;30/9/2010 3:14;2;971
38400;30/9/2012 10:40;2;975
38401;3/5/2010 2:08;2;977
38402;12/1/2011 6:53;2;980
38989;24/8/2010 15:22;3;3
38990;17/6/2011 14:25;3;26
38991;1/4/2011 2:32;3;65
38992;26/8/2011 20:50;3;73
38993;24/8/2010 15:22;3;76
38994;24/8/2010 15:22;3;79
38995;24/8/2010 15:22;3;82
38996;15/11/2010 6:14;3;85
38997;24/8/2010 15:22;3;88
38998;24/8/2010 15:22;3;91
38999;24/8/2010 15:22;3;95
39000;19/4/2011 3:36;3;98
39001;24/11/2010 5:43;3;101
39002;24/8/2010 15:22;3;121
39003;21/5/2012 13:53;3;122
39004;24/8/2010 15:22;3;123
39005;27/6/2011 5:18;3;124
39006;10/5/2012 10:53;3;125
39007;3/10/2010 0:24;3;148
39008;14/2/2013 17:48;3;213
39009;24/7/2013 4:43;3;221
39010;24/8/2010 15:22;3;222
39011;9/2/2012 4:30;3;256
39012;24/8/2010 15:22;3;305
39013;24/8/2010 15:22;3;327
39014;4/4/2012 3:12;3;352
39015;7/1/2013 16:00;3;361
39016;11/1/2011 3:40;3;397
39017;20/6/2011 6:22;3;516
39018;24/8/2010 15:22;3;529
39019;21/7/2011 19:17;3;538
39020;1/4/2013 3:53;3;550
39021;7/10/2011 13:28;3;632
39022;19/10/2010 19:40;3;697
39023;24/8/2010 15:22;3;699
39024;25/11/2011 14:41;3;700
39025;12/2/2012 22:46;3;702
39026;6/5/2013 4:46;3;704
39027;14/6/2011 12:43;3;705
39028;7/9/2010 21:08;3;706
39029;2/7/2011 6:42;3;709
39030;7/8/2011 18:53;3;710
39031;24/8/2010 15:22;3;713
39032;16/9/2012 14:16;3;714
39033;7/9/2010 14:46;3;717
39034;24/8/2010 15:22;3;718
39035;24/8/2010 15:22;3;721
39036;11/11/2011 9:23;3;722
39037;10/8/2011 14:45;3;724
39038;24/8/2010 15:22;3;726
39039;14/4/2011 15:59;3;727
39040;24/8/2010 15:22;3;729
39041;24/5/2012 6:09;3;730
39042;24/8/2010 15:22;3;732
39043;24/8/2010 15:22;3;733
39044;24/8/2010 15:22;3;736
39045;24/8/2010 15:22;3;737
39046;1/6/2012 17:09;3;740
39047;24/8/2010 15:22;3;742
39048;23/3/2012 16:29;3;743
39049;24/8/2010 15:22;3;745
39050;16/2/2012 10:00;3;747
39051;24/8/2010 15:22;3;749
39052;12/7/2011 4:53;3;750
39053;24/8/2010 15:22;3;751
39054;24/8/2010 15:22;3;754
39055;26/12/2011 6:27;3;755
39056;24/8/2010 15:22;3;757
39057;24/8/2010 15:22;3;759
39058;24/8/2010 15:22;3;762
39059;2/5/2012 18:11;3;763
39060;24/8/2010 15:22;3;764
39061;29/11/2010 12:11;3;765
39062;24/8/2010 15:22;3;768
39063;5/5/2012 13:24;3;769
39064;24/8/2010 15:22;3;772
39065;25/1/2012 18:34;3;773
39066;19/11/2011 3:16;3;776
39067;24/8/2010 15:22;3;777
39068;28/1/2011 13:50;3;780
39069;24/8/2010 15:22;3;781
39070;24/8/2010 15:22;3;782
39071;24/8/2010 15:22;3;785
39072;24/8/2010 15:22;3;786
39073;10/4/2011 0:38;3;789
39074;28/1/2013 22:27;3;790
39075;20/2/2012 4:19;3;793
39076;24/8/2010 15:22;3;794
39077;24/8/2010 15:22;3;797
39078;24/8/2010 15:22;3;798
39079;24/8/2010 15:22;3;801
39080;21/10/2010 17:13;3;802
39081;8/8/2011 15:10;3;804
39082;18/5/2011 19:32;3;806
39083;7/8/2012 2:03;3;807
39084;24/8/2010 15:22;3;809
39085;24/8/2010 15:22;3;811
39086;3/6/2011 17:19;3;812
39087;6/7/2012 7:13;3;815
39088;29/8/2011 4:41;3;816
39089;14/9/2010 23:47;3;819
39090;1/3/2011 7:37;3;820
39091;27/10/2010 9:12;3;821
39092;21/4/2012 4:21;3;824
39093;24/8/2010 15:22;3;825
39094;24/8/2010 15:22;3;828
39095;6/1/2012 21:07;3;829
39096;24/8/2010 15:22;3;832
39097;24/8/2010 15:22;3;833
39098;24/8/2010 15:22;3;836
39099;24/8/2010 15:22;3;837
39100;24/8/2010 15:22;3;839
39101;24/8/2010 15:22;3;841
39102;24/8/2010 15:22;3;842
39103;24/8/2010 15:22;3;844
39104;29/1/2013 21:32;3;846
39105;24/8/2010 15:22;3;847
39106;15/5/2012 7:59;3;850
39107;31/8/2011 9:01;3;851
39108;24/8/2010 15:22;3;852
39109;24/8/2010 15:22;3;855
39110;1/9/2010 18:32;3;856
39111;7/9/2012 17:56;3;859
39112;24/8/2010 15:22;3;860
39113;24/8/2010 15:22;3;863
39114;24/8/2010 15:22;3;864
39115;24/8/2010 15:22;3;866
39116;24/8/2010 15:22;3;868
39117;4/5/2013 3:38;3;869
39118;24/8/2010 15:22;3;871
39119;24/8/2010 15:22;3;873
39120;24/8/2010 15:22;3;874
39121;24/8/2010 15:22;3;877
39122;24/8/2010 15:22;3;878
39123;13/3/2011 22:51;3;881
39124;24/8/2010 15:22;3;882
39125;30/11/2010 3:32;3;885
39126;30/3/2011 23:25;3;886
39127;27/7/2012 16:58;3;889
39128;24/8/2010 15:22;3;890
39129;30/11/2012 18:58;3;893
39130;24/8/2010 15:22;3;894
39131;24/8/2010 15:22;3;896
39132;28/10/2010 0:35;3;898
39133;3/2/2011 9:28;3;899
39134;24/8/2010 15:22;3;900
39135;23/9/2010 12:56;3;903
39136;24/8/2010 15:22;3;904
39137;24/8/2010 15:22;3;907
39138;31/10/2011 9:20;3;908
39139;24/8/2010 15:22;3;909
39140;24/3/2012 19:05;3;912
39141;13/12/2011 3:06;3;914
39142;24/8/2010 15:22;3;916
39143;6/6/2013 12:30;3;918
39144;24/8/2010 15:22;3;920
39145;24/8/2010 15:22;3;921
39146;28/11/2011 16:54;3;922
39147;24/8/2010 15:22;3;923
39148;24/8/2010 15:22;3;926
39149;24/8/2010 15:22;3;927
39150;9/2/2012 17:19;3;930
39151;14/5/2013 1:10;3;931
39152;13/3/2012 3:41;3;934
39153;2/11/2010 15:48;3;935
39154;24/8/2010 15:22;3;936
39155;24/8/2010 15:22;3;939
39156;17/11/2011 19:32;3;940
39157;16/1/2012 21:49;3;943
39158;24/8/2010 15:22;3;944
39159;12/10/2010 2:09;3;947
39160;24/8/2010 15:22;3;948
39161;21/4/2013 4:02;3;951
39162;11/9/2011 20:44;3;952
39163;24/8/2010 15:22;3;954
39164;21/6/2011 14:05;3;956
39165;24/8/2010 15:22;3;957
39166;8/11/2010 6:40;3;960
39167;24/8/2010 15:22;3;961
39168;24/12/2012 20:07;3;964
39169;31/3/2012 15:01;3;965
39170;25/9/2010 16:16;3;968
39171;24/8/2010 15:22;3;970
39172;30/9/2010 3:14;3;971
39173;9/1/2012 3:57;3;973
39174;30/9/2012 10:40;3;975
39175;24/8/2010 15:22;3;977
39176;17/1/2013 18:24;3;978
39177;12/1/2011 6:53;3;980
39178;24/8/2010 15:22;3;982
39179;24/8/2010 15:22;3;984
39180;30/12/2010 19:21;3;986
39181;17/2/2012 10:05;3;988
39182;24/8/2010 15:22;3;990
39183;23/4/2012 18:24;4;23
39184;20/6/2012 12:37;4;24
39185;23/4/2012 18:24;4;25
39186;23/4/2012 18:24;4;29
39187;23/4/2012 18:24;4;30
39188;23/4/2012 18:24;4;33
39189;23/4/2012 18:24;4;37
39190;23/4/2012 18:24;4;49
39191;23/4/2012 18:24;4;65
39192;23/4/2012 18:24;4;70
39193;23/4/2012 18:24;4;73
39194;23/4/2012 18:24;4;78
39195;23/6/2013 6:00;4;90
39196;7/5/2012 10:45;4;96
39197;23/4/2012 18:24;4;187
39198;19/10/2012 16:40;4;188
39199;23/4/2012 18:24;4;189
39200;23/4/2012 18:24;4;191
39201;23/4/2012 18:24;4;193
39202;4/1/2013 4:13;4;194
39203;10/4/2013 18:38;4;197
39204;23/4/2012 18:24;4;198
39205;23/4/2012 18:24;4;199
39206;23/4/2012 18:24;4;201
39207;23/4/2012 18:24;4;202
39208;23/4/2012 18:24;4;204
39209;25/7/2012 14:38;4;205
39210;23/4/2012 18:24;4;207
39211;23/4/2012 18:24;4;208
39212;23/4/2012 18:24;4;210
39213;23/4/2012 18:24;4;211
39214;14/2/2013 17:48;4;213
39215;30/10/2012 13:54;4;214
39216;23/4/2012 18:24;4;215
39217;23/4/2012 18:24;4;217
39218;11/1/2013 19:55;4;218
39219;23/4/2012 18:24;4;219
39220;24/7/2013 4:43;4;221
39221;23/4/2012 18:24;4;222
39222;23/4/2012 18:24;4;224
39223;23/4/2012 18:24;4;225
39224;23/4/2012 18:24;4;227
39225;23/4/2012 18:24;4;228
39226;23/4/2012 18:24;4;230
39227;23/4/2012 18:24;4;231
39228;23/4/2012 18:24;4;232
39229;23/4/2012 18:24;4;234
39230;23/4/2012 18:24;4;235
39231;23/4/2012 18:24;4;237
39232;23/4/2012 18:24;4;238
39233;23/4/2012 18:24;4;240
39234;23/4/2012 18:24;4;241
39235;6/5/2013 12:24;4;243
39236;23/4/2012 18:24;4;244
39237;23/4/2012 18:24;4;246
39238;23/4/2012 18:24;4;247
39239;23/4/2012 18:24;4;248
39240;23/4/2012 18:24;4;249
39241;23/4/2012 18:24;4;251
39242;23/4/2012 18:24;4;252
39243;23/4/2012 18:24;4;254
39244;23/4/2012 18:24;4;255
39245;23/4/2012 18:24;4;256
39246;23/4/2012 18:24;4;258
39247;23/4/2012 18:24;4;259
39248;23/4/2012 18:24;4;261
39249;23/4/2012 18:24;4;262
39250;23/4/2012 18:24;4;264
39251;23/4/2012 18:24;4;265
39252;23/4/2012 18:24;4;266
39253;23/4/2012 18:24;4;268
39254;23/4/2012 18:24;4;269
39255;23/10/2012 9:14;4;271
39256;23/4/2012 18:24;4;272
39257;23/4/2012 18:24;4;274
39258;30/11/2012 0:01;4;275
39259;23/4/2012 18:24;4;276
39260;23/4/2012 18:24;4;277
39261;23/4/2012 18:24;4;278
39262;23/4/2012 18:24;4;280
39263;23/4/2012 18:24;4;281
39264;23/4/2012 18:24;4;283
39265;23/4/2012 18:24;4;284
39266;23/4/2012 18:24;4;286
39267;23/4/2012 18:24;4;287
39268;23/4/2012 18:24;4;289
39269;23/4/2012 18:24;4;290
39270;23/4/2012 18:24;4;291
39271;23/4/2012 18:24;4;293
39272;23/4/2012 18:24;4;294
39273;23/4/2012 18:24;4;296
39274;23/4/2012 18:24;4;297
39275;23/4/2012 18:24;4;299
39276;23/4/2012 18:24;4;300
39277;23/4/2012 18:24;4;301
39278;23/4/2012 18:24;4;302
39279;23/4/2012 18:24;4;304
39280;23/4/2012 18:24;4;305
39281;23/4/2012 18:24;4;308
39282;23/4/2012 18:24;4;309
39283;23/4/2012 18:24;4;310
39284;21/7/2012 11:59;4;311
39285;23/4/2012 18:24;4;313
39286;23/4/2012 18:24;4;314
39287;23/4/2012 18:24;4;315
39288;23/4/2012 18:24;4;316
39289;23/4/2012 18:24;4;318
39290;23/4/2012 18:24;4;319
39291;23/4/2012 18:24;4;320
39292;23/4/2012 18:24;4;322
39293;23/4/2012 18:24;4;323
39294;23/4/2012 18:24;4;325
39295;23/4/2012 18:24;4;327
39296;23/4/2012 18:24;4;328
39297;23/4/2012 18:24;4;330
39298;14/8/2012 21:02;4;331
39299;23/4/2012 18:24;4;332
39300;23/4/2012 18:24;4;334
39301;23/6/2013 19:14;4;335
39302;23/4/2012 18:24;4;336
39303;23/4/2012 18:24;4;338
39304;23/4/2012 18:24;4;339
39305;23/4/2012 18:24;4;340
39306;23/4/2012 18:24;4;342
39307;23/4/2012 18:24;4;343
39308;23/4/2012 18:24;4;345
39309;23/4/2012 18:24;4;346
39310;23/4/2012 18:24;4;348
39311;23/4/2012 18:24;4;349
39312;23/4/2012 18:24;4;351
39313;23/4/2012 18:24;4;352
39314;23/4/2012 18:24;4;353
39315;23/4/2012 18:24;4;354
39316;23/4/2012 18:24;4;356
39317;23/4/2012 18:24;4;357
39318;23/4/2012 18:24;4;358
39319;23/4/2012 18:24;4;360
39320;7/1/2013 16:00;4;361
39321;23/4/2012 18:24;4;363
39322;23/4/2012 18:24;4;364
39323;23/4/2012 18:24;4;366
39324;23/4/2012 18:24;4;367
39325;23/4/2012 18:24;4;368
39326;23/4/2012 18:24;4;370
39327;23/4/2012 18:24;4;371
39328;23/4/2012 18:24;4;373
39329;25/7/2012 14:08;4;374
39330;23/4/2012 18:24;4;376
39331;23/4/2012 18:24;4;377
39332;23/4/2012 18:24;4;378
39333;23/4/2012 18:24;4;379
39334;23/4/2012 18:24;4;380
39335;23/4/2012 18:24;4;382
39336;23/4/2012 18:24;4;383
39337;15/8/2012 2:18;4;385
39338;23/4/2012 18:24;4;386
39339;23/4/2012 18:24;4;388
39340;23/4/2012 18:24;4;389
39341;14/9/2012 5:15;4;390
39342;23/4/2012 18:24;4;392
39343;15/2/2013 2:37;4;393
39344;23/4/2012 18:24;4;394
39345;23/4/2012 18:24;4;396
39346;23/4/2012 18:24;4;397
39347;23/4/2012 18:24;4;398
39348;23/4/2012 18:24;4;399
39349;23/4/2012 18:24;4;400
39350;23/4/2012 18:24;4;401
39351;23/4/2012 18:24;4;403
39352;23/4/2012 18:24;4;404
39353;23/4/2012 18:24;4;406
39354;23/4/2012 18:24;4;408
39355;23/4/2012 18:24;4;409
39356;23/4/2012 18:24;4;411
39357;23/4/2012 18:24;4;413
39358;23/4/2012 18:24;4;415
39359;23/4/2012 18:24;4;418
39360;23/4/2012 18:24;4;419
39361;23/4/2012 18:24;4;420
39362;23/4/2012 18:24;4;423
39363;23/4/2012 18:24;4;425
39364;23/4/2012 18:24;4;426
39365;24/10/2012 16:19;4;429
39366;24/4/2012 10:13;4;430
39367;23/4/2012 18:24;4;433
39368;23/4/2012 18:24;4;434
39369;23/4/2012 18:24;4;435
39370;23/4/2012 18:24;4;436
39371;23/4/2012 18:24;4;439
39372;23/4/2012 18:24;4;441
39373;23/4/2012 18:24;4;445
39374;23/4/2012 18:24;4;446
39375;23/4/2012 18:24;4;449
39376;9/5/2012 19:00;4;450
39377;24/8/2013 8:00;4;451
39378;23/4/2012 18:24;4;454
39379;23/4/2012 18:24;4;455
39380;23/4/2012 18:24;4;457
39381;23/4/2012 18:24;4;459
39382;30/11/2012 11:48;4;462
39383;23/4/2012 18:24;4;463
39384;23/4/2012 18:24;4;466
39385;23/4/2012 18:24;4;467
39386;23/4/2012 18:24;4;469
39387;23/4/2012 18:24;4;470
39388;23/4/2012 18:24;4;472
39389;23/4/2012 18:24;4;475
39390;23/4/2012 18:24;4;476
39391;23/4/2012 18:24;4;479
39392;23/4/2012 18:24;4;482
39393;23/4/2012 18:24;4;483
39394;23/4/2012 18:24;4;486
39395;23/4/2012 18:24;4;488
39396;27/1/2013 10:31;4;490
39397;23/4/2012 18:24;4;492
39398;23/4/2012 18:24;4;494
39399;23/4/2012 18:24;4;496
39400;23/4/2012 18:24;4;498
39401;23/4/2012 18:24;4;499
39402;23/4/2012 18:24;4;502
39403;23/4/2012 18:24;4;503
39404;23/4/2012 18:24;4;506
39405;23/4/2012 18:24;4;507
39406;23/4/2012 18:24;4;510
39407;23/4/2012 18:24;4;511
39408;23/4/2012 18:24;4;513
39409;23/4/2012 18:24;4;514
39410;23/4/2012 18:24;4;516
39411;23/4/2012 18:24;4;518
39412;23/4/2012 18:24;4;526
39413;23/4/2012 18:24;4;527
39414;23/4/2012 18:24;4;529
39415;23/4/2012 18:24;4;532
39416;23/4/2012 18:24;4;534
39417;23/4/2012 18:24;4;536
39418;23/4/2012 18:24;4;538
39419;23/4/2012 18:24;4;539
39420;23/4/2012 18:24;4;542
39421;23/4/2012 18:24;4;543
39422;23/4/2012 18:24;4;544
39423;23/4/2012 18:24;4;545
39424;23/4/2012 18:24;4;548
39425;1/4/2013 3:53;4;550
39426;23/4/2012 18:24;4;552
39427;23/4/2012 18:24;4;553
39428;23/4/2012 18:24;4;555
39429;23/4/2012 18:24;4;556
39430;3/9/2012 13:40;4;558
39431;18/12/2012 14:40;4;561
39432;23/4/2012 18:24;4;562
39433;3/8/2012 13:14;4;565
39434;23/4/2012 18:24;4;566
39435;23/4/2012 18:24;4;568
39436;23/4/2012 18:24;4;570
39437;23/4/2012 18:24;4;572
39438;13/6/2013 3:47;4;574
39439;23/4/2012 18:24;4;576
39440;23/4/2012 18:24;4;578
39441;23/4/2012 18:24;4;579
39442;23/4/2012 18:24;4;582
39443;23/4/2012 18:24;4;584
39444;23/4/2012 18:24;4;587
39445;23/4/2012 18:24;4;588
39446;1/2/2013 1:26;4;589
39447;23/4/2012 18:24;4;592
39448;23/4/2012 18:24;4;593
39449;23/4/2012 18:24;4;595
39450;23/4/2012 18:24;4;597
39451;23/4/2012 18:24;4;598
39452;23/4/2012 18:24;4;601
39453;23/4/2012 18:24;4;603
39454;23/4/2012 18:24;4;605
39455;23/4/2012 18:24;4;607
39456;23/4/2012 18:24;4;610
39457;23/4/2012 18:24;4;611
39458;23/4/2012 18:24;4;612
39459;20/8/2012 20:21;4;614
39460;23/4/2012 18:24;4;616
39461;23/4/2012 18:24;4;618
39462;23/4/2012 18:24;4;620
39463;23/4/2012 18:24;4;622
39464;23/4/2012 18:24;4;623
39465;23/4/2012 18:24;4;625
39466;23/4/2012 18:24;4;627
39467;23/4/2012 18:24;4;629
39468;17/12/2012 3:35;4;630
39469;23/4/2012 18:24;4;632
39470;23/4/2012 18:24;4;633
39471;23/4/2012 18:24;4;635
39472;23/4/2012 18:24;4;636
39473;1/10/2012 19:40;4;637
39474;18/4/2013 17:07;4;639
39475;23/4/2012 18:24;4;642
39476;23/4/2012 18:24;4;643
39477;23/4/2012 18:24;4;646
39478;23/4/2012 18:24;4;647
39479;23/4/2012 18:24;4;650
39480;23/4/2012 18:24;4;651
39481;2/1/2010 0:17;5;67
39482;2/1/2010 0:17;5;79
39483;4/7/2011 18:29;5;94
39484;19/6/2011 8:22;5;111
39485;2/1/2010 0:17;5;118
39486;17/11/2010 4:29;5;135
39487;20/12/2010 5:59;5;136
39488;9/2/2011 2:53;5;141
39489;3/10/2010 1:49;5;145
39490;10/5/2010 1:19;5;166
39491;2/1/2010 0:17;5;178
39492;9/2/2010 14:58;5;190
39493;14/8/2010 8:34;5;212
39494;2/1/2010 0:17;5;228
39495;6/2/2011 22:17;5;232
39496;28/10/2010 4:54;5;254
39497;9/2/2012 4:30;5;256
39498;31/1/2010 12:34;5;289
39499;15/4/2011 14:10;5;310
39500;16/4/2012 7:13;5;316
39501;21/10/2010 6:20;5;326
39502;3/9/2011 16:42;5;332
39503;2/1/2010 0:17;5;343
39504;25/2/2011 5:01;5;346
39505;2/1/2010 0:17;5;351
39506;4/4/2012 3:12;5;352
39507;2/1/2010 0:17;5;357
39508;2/1/2010 0:17;5;360
39509;25/7/2012 14:08;5;374
39510;2/1/2010 0:17;5;401
39511;2/1/2010 0:17;5;404
39512;15/5/2013 1:10;5;414
39513;26/5/2011 15:11;5;416
39514;18/11/2010 10:54;5;468
39515;2/1/2010 0:17;5;480
39516;2/1/2010 0:17;5;487
39517;2/1/2010 0:17;5;498
39518;22/5/2011 20:09;5;514
39519;7/4/2010 12:35;5;539
39520;15/5/2013 19:41;5;563
39521;21/2/2010 8:00;5;564
39522;2/1/2010 0:17;5;588
39523;15/11/2011 15:41;5;603
39524;11/5/2011 11:49;5;611
39525;28/4/2011 4:28;5;633
39526;9/10/2011 5:59;5;634
39527;1/10/2012 19:40;5;637
39528;2/2/2011 6:11;5;642
39529;8/2/2011 10:13;5;646
39530;13/4/2010 0:11;5;673
39531;6/2/2010 18:24;5;703
39532;7/9/2010 21:08;5;706
39533;29/9/2011 23:27;5;760
39534;3/4/2010 18:22;5;801
39535;21/10/2010 17:13;5;802
39536;12/2/2011 0:26;5;822
39537;12/4/2011 11:45;5;834
39538;20/11/2011 19:16;5;875
39539;3/3/2011 12:27;5;883
39540;15/4/2012 4:10;5;969
39541;12/1/2011 6:53;5;980
39542;8/3/2011 0:47;5;989
39543;15/4/2012 5:57;5;998
40547;17/10/2011 18:09;6;10
40548;17/10/2011 18:09;6;26
40549;17/10/2011 18:09;6;33
40550;17/10/2011 18:09;6;73
40551;23/6/2013 6:00;6;90
40552;17/10/2011 18:09;6;91
40553;17/10/2011 18:09;6;101
40554;10/5/2012 10:53;6;125
40555;25/7/2012 14:38;6;205
40556;24/7/2013 4:43;6;221
40557;17/10/2011 18:09;6;222
40558;9/2/2012 4:30;6;256
40559;25/12/2011 9:29;6;281
40560;17/10/2011 18:09;6;284
40561;17/10/2011 18:09;6;290
40562;17/10/2011 18:09;6;315
40563;16/4/2012 7:13;6;316
40564;17/10/2011 18:09;6;320
40565;17/10/2011 18:09;6;327
40566;4/4/2012 3:12;6;352
40567;17/10/2011 18:09;6;356
40568;17/10/2011 18:09;6;360
40569;17/10/2011 18:09;6;373
40570;25/7/2012 14:08;6;374
40571;17/10/2011 18:09;6;388
40572;4/11/2011 13:32;6;394
40573;17/10/2011 18:09;6;404
40574;17/10/2011 18:09;6;406
40575;30/11/2012 11:48;6;462
40576;17/10/2011 18:09;6;479
40577;27/1/2013 10:31;6;490
40578;17/10/2011 18:09;6;516
40579;17/10/2011 18:09;6;529
40580;17/10/2011 18:09;6;538
40581;1/4/2013 3:53;6;550
40582;18/12/2012 14:40;6;561
40583;3/8/2012 13:14;6;565
